span,type,count
管理问题,K,2
工程项目执行经验,K,2
施工专业知识,K,2
会计制度,K,2
财务工作经验,K,2
技术教育,K,2
品质意识教育,K,2
国际贸易市场,K,2
物流知识,K,2
计算机应用,K,2
市场数据,K,2
知识库,K,2
ESG体系文件,K,2
客户管理,K,2
问题解决方法论,K,2
变更管理,K,2
引导技巧,K,2
外贸操作的各种流程,K,2
国际法律,K,2
国际文化,K,2
风土人情,K,2
质量管理体系IATF16949,K,2
教学大纲,K,2
SQL常规性调优方法,K,2
化学化工,K,2
财经类相关专业,K,2
税法政策,K,2
复合材料各种成型工艺,K,2
风险控制流程,K,2
俄罗斯本地税法,K,2
外汇管制规定,K,2
基带电路原理,K,2
高通,K,2
MTK,K,2
矿山生产技术,K,2
安全管理经验,K,2
红土镍矿的开采、选冶、处理等工艺流程,K,2
资源评估,K,2
能源利用,K,2
法律法规意识,K,2
药品注册管理法规,K,2
申报流程,K,2
知识图谱,K,2
地理信息系统,K,2
RESTfull架构风格,K,2
税务知识,K,2
客户意见,K,2
熟悉目标市场,K,2
相关行业,K,2
阿拉伯语市场行情,K,2
财务成本,K,2
公司产品,K,2
应用数学,K,2
了解视音频技术,K,2
熟悉主流产品,K,2
ICT行业文化与流程,K,2
工业自动化流程,K,2
机械自动化设备设计原理,K,2
医药行业的基本市场动态,K,2
多语言环境下的交流需求,K,2
公司和行业内的基本知识,K,2
材料的合成工艺,K,2
专业基础知识,K,2
品质工具,K,2
品质手法,K,2
习惯,K,2
医疗行业或市场,K,2
泡沫金属的结构特性和配方设计,K,2
3D打印、模具成型等先进制造技术的知识,K,2
经验,K,2
交通工具设计,K,2
动画设计,K,2
医疗行业经验,K,2
用户中心设计原则,K,2
出口业务操作流程,K,2
公文写作,K,2
道路工程施工流程,K,2
交付方案,K,2
项目节点,K,2
文秘知识,K,2
销售预算,K,2
实验室检测设备,K,2
比表面积,K,2
翻译基本的基础知识,K,2
专业知识扎实,K,2
翻译要求,K,2
真空泵,K,2
渠道及资源,K,2
掌握业务所需产品和市场知识,K,2
经济知识基础,K,2
QCC,K,2
制冷,K,2
暖通,K,2
工程热物理,K,2
MPS,K,2
toB的销售模式,K,2
SEO/SEM原理,K,2
机床,K,2
五金,K,2
教师资格证,K,2
教学方法,K,2
设备机械类日语专业词汇,K,2
三体系流程,K,2
现场管理,K,2
QC工程图,K,2
工业相机,K,2
镜头,K,2
光源,K,2
锂电池的生产制造,K,2
中国及国际会计准则,K,2
Android SDK,K,2
GIT的版本管理,K,2
分支管理,K,2
Android原生AI框架,K,2
GIT的分支,K,2
Tag管理理念,K,2
会计专业,K,2
目标客户群,K,2
分销商,K,2
在线平台,K,2
商务工作流程,K,2
贸易知识,K,2
产品工艺流程,K,2
英文文献,K,2
APQP文件,K,2
模具结构,K,2
设计评审检查表,K,2
问题点清单,K,2
总线协议,K,2
色谱,K,2
几何光学,K,2
外贸业务知识,K,2
外贸销售程序,K,2
产品成本,K,2
产品价格组成,K,2
供应链价值,K,2
越南当地政策法规,K,2
EHS体系,K,2
DTS,K,2
GD&T,K,2
统计流程控制,K,2
生产制造和装配流程,K,2
IATF/TS16949,K,2
线性驱动行业,K,2
推杆行业,K,2
基础采购知识,K,2
国际贸易基本情况和法律法规,K,2
采购流程和方法,K,2
贸易法律法规,K,2
对外贸易流程,K,2
展会,K,2
制冷元器件技术,K,2
质量控制,K,2
渠道战略管理,K,2
工厂运作流程,K,2
员工手册,K,2
利益冲突声明,K,2
IPD流程,K,2
规律,K,2
外贸行业相关的法律法规,K,2
市场营销基本原理,K,2
模型,K,2
现场施工,K,2
项目运作方式,K,2
国家及地方劳动法律法规,K,2
法律意识,K,2
深入了解电力和通信行业,K,2
汽车行业管理体系,K,2
新能源汽车先进技术趋势,K,2
PLUS流程,K,2
越南风俗文化,K,2
出海广告行业,K,2
数字化转型,K,2
海外业务经验,K,2
清关资料,K,2
理化分析原理,K,2
测试过程,K,2
非标制造业,K,2
项目成本,K,2
项目质量,K,2
习俗,K,2
生物技术,K,2
质量指标,K,2
工业自动化类设备,K,2
美洲市场及其商业惯例,K,2
韩国企业文化,K,2
韩国企业工作经验,K,2
模流分析,K,2
塑胶模具模具结构,K,2
加工制造工艺流程,K,2
塑胶材料成型,K,2
电商思维,K,2
亚马逊平台,K,2
人因工程,K,2
数据库管理,K,2
新能源汽车BMS售后诊断技术,K,2
项目管理流程和方法,K,2
熟悉日本文化,K,2
分析设备,K,2
分析方法,K,2
金融财务相关证书,K,2
BLDC,K,2
PMSM电机变频驱动控制器,K,2
复杂系统的高速信号设计,K,2
SI/PI完整性,K,2
DC/DC,K,2
AC/DC,K,2
DC/AC相关基础理论,K,2
MOSFET,K,2
SiC等功率器件特性,K,2
法律专业知识,K,2
海商法,K,2
投资决策等相关政策,K,2
CCC,K,2
E-mark认证,K,2
新能源工程土建设计,K,2
项目管理的流程,K,2
光通信行业,K,2
战略规划/BP 方法论,K,2
国际合作,K,2
矩阵式组织架构,K,2
高光注塑,K,2
境外法律知识,K,2
IPD 流程,K,2
消费电子行业,K,2
泰国相关财务规定,K,2
主流产品和应用,K,2
财政法规,K,2
外贸整体流程,K,2
西式厨电行业国际市场动态,K,2
竞争对手的销售策略,K,2
计算机及电子类,K,2
前端开发基础,K,2
响应式设计原则,K,2
RS232,K,2
RS485,K,2
网络传输协议TCP/IP,K,2
ARM-FPGA双芯片架构,K,2
Altera EP4芯片,K,2
合同中的商务条款,K,2
谈判策略,K,2
项目管理的方法和工具,K,2
设备集成行业,K,2
国际、国内会计准则,K,2
语言类专业,K,2
语言留学经验,K,2
施工管理类,K,2
商务合同类,K,2
Financial knowledge,K,2
技术协议,K,2
设备布局图,K,2
PID图纸,K,2
机械电气相关专业,K,2
8D报告工作思路,K,2
业务开发专业知识,K,2
文化素养,K,2
商务洽谈知识,K,2
汽车服务工程,K,2
嵌入式系统架构,K,2
嵌入式系统开发流程,K,2
嵌入式系统接口,K,2
海外售前、售后技术支持服务体系,K,2
工厂生产运作管理,K,2
智能制造,K,2
越南财税知识,K,2
越南会计准则,K,2
常用函数,K,2
企业会计准则体系,K,2
财务电算化,K,2
日本文化和商务背景,K,2
工程背景,K,2
基本商务礼仪,K,2
软件测试流程,K,2
总线相关知识,K,2
仪表各个功能模块,K,2
办公环境,K,2
进出口贸易相关政策法规,K,2
商务语境,K,2
国际贸易操作流程,K,2
韩国市场,K,2
研发方向,K,2
课题,K,2
专业能力,K,2
智能控制器软件技术,K,2
变频控制器软件技术,K,2
市场技术与产品需求,K,2
市场竞争信息,K,2
行业相关信息,K,2
国际市场业务知识,K,2
汽车原理,K,2
车辆维修知识,K,2
注册法规评估,K,2
公共关系,K,2
票价政策,K,2
促销活动,K,2
票价策略,K,2
航空票价规则,K,2
云原生架构,K,2
CNCF生态组件,K,2
ecovadis,K,2
物料控制,K,2
韩语客户业务特点,K,2
线路板制作流程,K,2
品质标准,K,2
Amazon运营流程,K,2
A9算法,K,2
竞价排名规则,K,2
Amazon活动报名规则,K,2
交易流程,K,2
扩大交易量的方法和技巧,K,2
平台热销产品,K,2
竞争对手热销产品,K,2
拖拉机及相关零部件的质量标准和测试方法,K,2
汉语言专业,K,2
印尼语相关专业,K,2
海外工作生活经验,K,2
ISO21434标准,K,2
ISO 21434,K,2
制程,K,2
越南文化,K,2
测绘相关经验,K,2
销售概念,K,2
品管手法,K,2
8D格式,K,2
节奏,K,2
法律法规学习,K,2
泰国海关报关单填制规范,K,2
报关单删改单要求,K,2
泰国海关商品编码归类规则,K,2
商务谈判知识,K,2
加工相关知识,K,2
机器人和机床的功能,K,2
激光3D打印工艺,K,2
项目的管理知识,K,2
机械、电气、光学相关理论知识,K,2
GNSS定位原理,K,2
误差分析,K,2
韩语类相关专业,K,2
投资,K,2
S/R要求,K,2
标准化指导书,K,2
返工指导书,K,2
环境指标,K,2
社会指标,K,2
治理指标,K,2
PCB 相关经验,K,2
CAN矩阵,K,2
汽车行业设计开发流程,K,2
汽车新能源车辆基本架构及零部件,K,2
整车控制器功能策略,K,2
UDS,K,2
网络管理,K,2
ISO2622,K,2
6sigma,K,2
安全管理意识,K,2
办公软件,K,2
微服务,K,2
单体应用,K,2
项目管理的基本原则,K,2
敏捷开发,K,2
迭代开发方法,K,2
C#语言特性,K,2
达梦,K,2
国产数据库,K,2
南大通用,K,2
人大金仓,K,2
信创政策,K,2
AIGC,K,2
法律基础知识,K,2
蓝牙协议,K,2
HMI,K,2
单仪表&座舱的业务知识,K,2
商务习惯,K,2
电气工程与其自动化,K,2
材料相关专业,K,2
保健品,K,2
药品,K,2
进出口业务的储运、报关、退税等流程,K,2
RF generator,K,2
industrial PC,K,2
magnetic valve,K,2
vacuum pump,K,2
EFEM,K,2
PCB/PCBA,K,2
Cable,K,2
Power supply,K,2
inverter,K,2
heater,K,2
low voltage components/cabinet,K,2
AC/High power components/equipment,K,2
到货预算,K,2
付款预算,K,2
半导体或者物流相关专业,K,2
Java基础,K,2
外贸业务管理工作经验,K,2
IVD行业的发展和市场,K,2
半导体物理知识,K,2
光伏器件,K,2
分析表征设备,K,2
激光类专业知识,K,2
俄语市场行情,K,2
服装知识,K,2
服装工程,K,2
纺织工程,K,2
精益,K,2
16949的五大工具,K,2
客户需求变化,K,2
水产品国际贸易业务,K,2
国际贸易工作经验,K,2
掌握日本市场行业信息与趋势,K,2
显示器件模组,K,2
背光模组,K,2
法律事务,K,2
韩国文化/意识形态,K,2
电子商务平台营销规则,K,2
外贸平台各种营销工具,K,2
DIY,K,2
IT专业术语,K,2
热能与动力工程,K,2
汽车液冷板的设计原理,K,2
金属和塑料材料的热传导和热膨胀特性,K,2
流体力学,K,2
热力学的基础知识,K,2
韩国留学经验,K,2
半导体生产技术,K,2
日本留学经历,K,2
全链条知识,K,2
相关知识,K,2
Linux环境,K,2
TCP/IP协议,K,2
进程间通信,K,2
车联网,K,2
船级社规范,K,2
船舶设备,K,2
汽车行业操作模式,K,2
采购业务,K,2
课题申报流程,K,2
电气工程师职业资格证,K,2
户用光伏储能系统运行原理,K,2
安装过程,K,2
支架,K,2
产品推广策略,K,2
连接器生产工艺流程,K,2
注塑/冲压生产工艺流程,K,2
韩国历史文化背景,K,2
正极材料的工艺,K,2
锂电池相关行业经验,K,2
供应商管理和质量监控流程,K,2
ISO9000/TS16949质量体系文件,K,2
国际市场运作,K,2
专业术语库,K,2
产品开发体系的知识,K,2
辅料,K,2
工装夹治具,K,2
双语术语对照,K,2
IS014000环境管理体系,K,2
3D模型,K,2
管理技能开发,K,2
电子行业跟单流程,K,2
电子产品基础知识,K,2
驱动,K,2
医疗产品生命周期,K,2
国际贸易文化,K,2
谷歌独立站,K,2
谷歌搜索引擎优化,K,2
外贸相关法律法规和政策,K,2
半导体封装的质量标准和规范,K,2
文件,K,2
品质管理相关理论知识,K,2
网表器件,K,2
连接关系定义,K,2
LVS 器件定义,K,2
LDE 器件定义,K,2
社会保险政策,K,2
平面基础知识,K,2
家电产品知识,K,2
商务领域相关背景知识,K,2
阿拉伯语商务口译准则,K,2
生物制品生产工艺,K,2
质量七大手法,K,2
矿山产品,K,2
熟练掌握公司产品,K,2
重工业传动装备行业动态,K,2
发展方向,K,2
保税仓库,K,2
保税区,K,2
通关要求,K,2
海关监管要求,K,2
海关法规,K,2
关税政策,K,2
保税监管,K,2
增值税,K,2
企业规章制度,K,2
体系管理经验,K,2
注册招标信息,K,2
医疗器械外贸行业,K,2
金属工艺,K,2
医疗器械临床试验管理规范,K,2
注册法律法规,K,2
墨西哥当地招聘渠道,K,2
墨西哥的薪酬构成,K,2
储能逆变器结构件的产品特性,K,2
电气设计原理,K,2
电气施工规范,K,2
电气主结线,K,2
高低压变、配电系统,K,2
工厂防雷接地系统,K,2
行业工作知识,K,2
品质五大管理工具,K,2
本行业法律法规知识,K,2
产品评估体系与框架,K,2
TS质量管理体系,K,2
6S,K,2
滤波器,K,2
汽车零部件,K,2
5S管理,K,2
现场总线,K,2
MES 系统,K,2
医疗质量及安全规范,K,2
ISO14971,K,2
GB9706.1,K,2
IEC60601,K,2
装载机,K,2
挖掘机,K,2
推土机,K,2
拖拉机,K,2
药理,K,2
GLP,K,2
GCP相关规定,K,2
试验程序,K,2
技术指导原则,K,2
西班牙语言文学,K,2
招聘工作流程,K,2
设备故障,K,2
拆装步骤,K,2
JIS,K,2
EN标准,K,2
翻译质量标准,K,2
面板行业,K,2
气体产品,K,2
商品编码归类,K,2
关务知识,K,2
化工品,K,2
国际贸易的基础知识,K,2
JIT降本概念,K,2
生产工艺及流程,K,2
汽车维修知识,K,2
保养知识,K,2
车辆国家、地方、行业标准,K,2
测量设备知识,K,2
LED,K,2
LCD,K,2
DLP,K,2
LED显示屏行业,K,2
成本模型,K,2
生产制造,K,2
财务体制,K,2
仓储管理,K,2
技术发展,K,2
各国法律法规,K,2
美国法学院学习经历,K,2
法学硕士（LLM）学位,K,2
国际法律事务,K,2
跨境交易,K,2
美国法律实践,K,2
海外留学经验,K,2
文字功底,K,2
掌握市场动态和发展趋势,K,2
服装生产工艺,K,2
红外热像行业,K,2
户外产品,K,2
PLC控制系统,K,2
机械加工工艺,K,2
常用标准件选型,K,2
材料和工艺,K,2
公司内各模具制造设备,K,2
各种成型工艺性能,K,2
了解建材行业及相关产品的趋势与价格波动,K,2
供应链运作模式,K,2
供应链产业,K,2
伺服产品,K,2
伺服,K,2
光电领域,K,2
常规装备,K,2
初级会计从业资格证,K,2
东南亚市场,K,2
推广模式,K,2
响应式设计,K,2
触摸控制,K,2
继电器行业经验,K,2
合同物流（第三方物流）经验,K,2
营业经验,K,2
网络相关证书,K,2
电商平台的规则及操作,K,2
生产技术,K,2
C-SOX合规性,K,2
沃尔沃,K,2
特斯拉,K,2
VOLVO,K,2
TESLA,K,2
专业领域,K,2
商务及公文,K,2
公司业务流程,K,2
公司相关内容,K,2
车厂物流体系知识,K,2
商检,K,2
外汇,K,2
重卡行业国外重点销售领域动态,K,2
市场竞品动态,K,2
编程语言,K,2
了解产品知识,K,2
美国、德国、墨西哥任意一个国家的会计准则,K,2
公认会计准则,K,2
项目需求,K,2
项目风险,K,2
物流市场,K,2
物流路径,K,2
物流政策,K,2
仓储业务,K,2
了解显示屏整个行业,K,2
海外市场拓展知识,K,2
电力、运营商等行业客户,K,2
电子产品塑胶生产运营管理知识,K,2
热管理经验,K,2
高分子,K,2
泵产品的应用,K,2
工程相关专业词汇积累,K,2
IATF16949体系标准,K,2
文档格式,K,2
商务和经济知识,K,2
生管,K,2
供应商管理流程,K,2
库存周转率,K,2
设备采购流程,K,2
采购相关质量管理体系,K,2
智能网联汽车数据安全技术,K,2
数据安全法律知识,K,2
数据库相关安全技术,K,2
常用表达,K,2
液晶显示行业流程,K,2
用工风险,K,2
沙特当地劳动法规政策,K,2
外贸基本知识,K,2
保温杯,K,2
基本SQL语法,K,2
数据库工具,K,2
机械产品常用生产工艺,K,2
品质管控工具,K,2
报价及海外出货流程,K,2
金蝶系统,K,2
会计政策制度,K,2
越南当地税法规定,K,2
越南本地的制造业财税,K,2
经济指标体系,K,2
国际财务知识,K,2
金融政策,K,2
全面质量管理知识,K,2
SMT品质工程,K,2
财务会计知识,K,2
汽车座椅开发经验,K,2
行业市场情况,K,2
行业客户情况,K,2
GMP意识,K,2
药学法规,K,2
公司SOP,K,2
工艺研发,K,2
工厂生产操作细节,K,2
仓储管理流程,K,2
仓储设施规划,K,2
仓储安全管理,K,2
QSB,K,2
会计的理论与实践知识,K,2
财务、税务等相关的法律法规,K,2
项目招投标流程,K,2
行政管理知识,K,2
计算机视觉,K,2
自然语言处理,K,2
强化学习,K,2
深度学习模型,K,2
边缘计算算法,K,2
算法原理,K,2
编程思想,K,2
外审员资格,K,2
体系标准,K,2
光刻胶,K,2
配件品牌,K,2
职业道德,K,2
制造加工件成本核算方法,K,2
机器人品牌构成,K,2
ISO9001等国际质量管理体系,K,2
质量控制方法,K,2
履约率,K,2
项目预算,K,2
设备行业业务逻辑,K,2
工艺技术,K,2
白车身性能,K,2
财税的政策法规,K,2
数学,K,2
专业理论,K,2
科学方法,K,2
电机控制,K,2
电机生产工艺流程,K,2
车辆成本,K,2
考勤,K,2
人力资源薪酬绩效,K,2
人才发展模块,K,2
合理性,K,2
IATF16949:2016体系标准,K,2
VDA6.5,K,2
ZVEI PCN,K,2
VW80808,K,2
zero defect,K,2
AIAG,K,2
商务接待礼仪,K,2
数据分析,K,2
电子、结构、软件的相关知识,K,2
PDCA的分析方法,K,2
项目管理方法与工具,K,2
安全生产法律法规,K,2
市场营销方法和技巧,K,2
当地文化,K,2
新产品,K,2
海外仓业务,K,2
电子电路架构,K,2
电子件开发流程,K,2
硬件生产工艺,K,2
WCCA,K,2
法规要求,K,2
工艺要求,K,2
IEC等相关国际标准,K,2
电气一次/二次设计系统,K,2
新药和仿制药开发流程,K,2
机加工（钣金、焊接及特种加工）,K,2
常用电气部品及辅材,K,2
塑胶模具结构,K,2
市场和销售行情,K,2
产品图纸,K,2
模式,K,2
光伏储能产品,K,2
户用储能产品渠道建议,K,2
项目及营销渠道,K,2
电网传输,K,2
公用事业规模储能,K,2
系统集成,K,2
intramart框架,K,2
商业客服经验,K,2
了解本公司产品的市场竞争力,K,2
日资制造业的业务知识,K,2
项目管理理论,K,2
项目实施过程及管理方法,K,2
电芯产品,K,2
外贸业务操作流程,K,2
工程项目,K,2
掌握产品及行业知识,K,2
熟练掌握国际贸易进出口知识,K,2
熟悉海外市场政企项目运作方式,K,2
熟悉国际贸易工作的各项流程,K,2
熟知贸易术语,K,2
相关税务知识,K,2
外贸管理办法,K,2
泰国市场,K,2
业务需求,K,2
业务仪表板,K,2
掌握相关产品和行业知识,K,2
全球市场的走势,K,2
产品设计,K,2
畜牧兽医专业知识,K,2
动物疫苗相关知识,K,2
汽车内外饰产品,K,2
企业业务,K,2
运营,K,2
工艺改善流程,K,2
科技创新技术,K,2
流程规划,K,2
ISO9000&14001,K,2
锂电池产品的生产工艺流程,K,2
品质控制要点,K,2
生产现场管理,K,2
财务会计,K,2
医疗器械销售领域,K,2
区块链账本技术,K,2
长安链,K,2
Hyperledger Fabric,K,2
FISCO BCOS,K,2
Ethereum,K,2
非关系型数据库,K,2
IO模型,K,2
分布式消息队列,K,2
分布式缓存,K,2
分布式文件系统,K,2
分布式技术,K,2
国家财经政策,K,2
财务管理流程,K,2
亚马逊平台规则,K,2
亚马逊政策,K,2
规定,K,2
泰国BOI原材料,K,2
零配件进出口,K,2
BOI库存,K,2
BOI投入运行,K,2
外籍员工签证,K,2
石油及石油装备行业,K,2
日语语言基础,K,2
光伏行业解决方案,K,2
化学基础扎实,K,2
化学基础好,K,2
分析仪器,K,2
4P理论,K,2
